"longitude","latitude","sst","chlc","wind_speed","wind_direction","phoebastria_immutabilis","nyear","nmonth"
-123.34539,29.253794,17.35143,0.08841876,4.883298,258.7821,1,2014,1
-118.43971,29.25751,17.452282,0.115280814,3.7749305,297.4475,1,2014,1
-125.74663,29.26524,17.34767,0.07515391,4.6306047,241.77467,1,2014,1
-121.846596,29.282103,17.032091,0.10445138,4.0404205,274.11594,1,2014,1
-120.21628,29.286013,16.7682,0.17117657,3.6763296,290.20947,1,2014,1
-120.27321,29.287533,16.776659,0.164506,3.6165867,290.38916,1,2014,1
-120.53521,29.296959,16.687803,0.16429637,3.5645056,289.50244,1,2014,1
-123.501305,29.339031,17.363102,0.086458474,4.761775,257.0144,1,2014,1
-121.04409,29.350368,16.743988,0.11666112,3.5198011,282.9702,1,2014,1
-120.99094,29.352623,16.600317,0.14823191,3.4917188,285.78763,1,2014,1
-118.505936,29.354065,17.243675,0.12204376,3.922308,293.75485,1,2014,1
-119.264725,29.395054,17.03722,0.13141237,3.81708,293.13947,1,2014,1
-119.437675,29.500523,16.965858,0.14461222,3.9093862,295.45074,1,2014,1
-121.94306,29.502174,16.591848,0.12060245,4.0219893,275.99408,1,2014,1
-121.090126,29.507664,16.707241,0.11791581,3.6332355,284.34222,1,2014,1
-123.712585,29.515472,17.084362,0.09683122,4.7605567,257.62784,1,2014,1
-119.24556,29.515625,16.963411,0.15203914,3.9042156,296.30252,1,2014,1
-125.52254,29.517036,17.176023,0.083733626,4.4900446,243.26375,1,2014,1
-125.480194,29.547222,17.327332,0.081242785,4.505208,246.45073,1,2014,1
-118.5245,29.559862,17.086287,0.13474846,3.8070593,298.04593,1,2014,1
-123.77707,29.562798,17.21518,0.09081607,4.904335,256.5588,1,2014,1
-122.02252,29.641657,16.634064,0.12891783,4.077671,273.51498,1,2014,1
-125.24131,29.672413,17.476538,0.07608124,4.646859,250.12224,1,2014,1
-125.13654,29.760086,17.340519,0.08192061,4.5768657,250.33775,1,2014,1
-123.87948,29.76277,17.028276,0.10224446,4.8031344,258.1052,1,2014,1
-122.0961,29.774117,16.402554,0.16824904,4.0742116,274.787,1,2014,1
-121.23457,29.808077,16.641245,0.12535061,3.7696154,285.06848,1,2014,1
-118.73698,29.808945,17.157673,0.1406676,3.8535829,301.09125,1,2014,1
-124.993,29.836262,17.60556,0.07815048,4.6761093,253.3477,1,2014,1
-118.78569,29.866102,17.049393,0.14216082,3.9728327,299.727,1,2014,1
-121.253204,29.871153,16.525703,0.12524597,3.8593392,283.02798,1,2014,1
-119.00307,30.004908,16.805935,0.15776198,4.126718,300.10654,1,2014,1
-122.189835,30.006247,16.023884,0.19359975,4.0984387,277.8533,1,2014,1
-124.78129,30.02375,17.235304,0.08534494,4.6208224,253.91835,1,2014,1
-123.97684,30.035473,16.764416,0.11763179,4.757899,261.05243,1,2014,1
-121.34913,30.042782,16.381918,0.14318082,3.9687908,282.81067,1,2014,1
-124.74588,30.06897,17.360807,0.08288815,4.7176476,256.64127,1,2014,1
-122.26763,30.109028,16.033266,0.19840084,4.2041526,276.14453,1,2014,1
-119.29733,30.141558,16.628828,0.17595138,3.9547946,300.7153,1,2014,1
-124.07992,30.193783,17.14858,0.09667842,4.840186,258.9222,1,2014,1
-121.53548,30.20877,16.300003,0.1597384,3.961641,280.91284,1,2014,1
-123.683,30.210442,16.339766,0.15237772,4.6017933,263.26108,1,2014,1
-124.25415,30.226133,17.293634,0.08602206,4.810509,257.14822,1,2014,1
-123.43935,30.242958,16.13193,0.15902422,4.500011,266.17746,1,2014,1
-124.29778,30.255512,16.868788,0.098929256,4.720519,258.76147,1,2014,1
-123.24785,30.25907,15.783623,0.19298384,4.381381,271.43863,1,2014,1
-121.5753,30.263231,16.178913,0.163428,4.120995,283.3281,1,2014,1
-122.464066,30.276033,15.889759,0.20506197,4.2515407,278.9306,1,2014,1
-124.55178,30.287283,16.904861,0.10066784,4.648828,257.57812,1,2014,1
-124.00101,30.289204,16.8972,0.10275826,4.7464724,261.1529,1,2014,1
-119.516685,30.302692,16.327864,0.16916035,3.8954973,305.28122,1,2014,1
-122.51064,30.327492,15.791866,0.20487402,4.2583213,277.69244,1,2014,1
-122.98303,30.342073,15.784741,0.19638593,4.3493676,275.40912,1,2014,1
-124.88324,30.384811,16.875362,0.09925812,4.584016,255.59998,1,2014,1
-125.03764,30.423489,16.805733,0.09882652,4.5381165,252.16394,1,2014,1
-125.262474,30.471792,16.659029,0.109665744,4.4405966,249.15703,1,2014,1
-124.31417,30.501402,16.607603,0.114138745,4.666905,261.8699,1,2014,1
-119.69243,30.505213,16.397074,0.16372609,3.978266,306.20737,1,2014,1
-125.358734,30.52051,16.463026,0.122064024,4.4809484,251.52461,1,2014,1
-121.770676,30.52604,15.840478,0.22739567,4.2759094,283.93875,1,2014,1
-119.75515,30.53553,16.45991,0.16040497,4.1161146,304.3078,1,2014,1
-120.014725,30.567263,16.564585,0.14804712,4.2262278,301.84732,1,2014,1
-124.52916,30.573809,16.596504,0.11246484,4.6215367,259.90585,1,2014,1
-124.21966,30.599443,16.60403,0.11337773,4.7343955,264.18103,1,2014,1
-125.52504,30.602915,16.374287,0.13366392,4.3694506,247.9551,1,2014,1
-120.29498,30.645489,16.657433,0.13492349,4.3320203,298.69492,1,2014,1
-124.78312,30.715868,16.59518,0.11649129,4.538414,258.04633,1,2014,1
-124.879616,30.763153,16.411808,0.1365441,4.5839396,259.69516,1,2014,1
-125.66503,30.768915,16.259447,0.14858015,4.3435583,249.938,1,2014,1
-120.52699,30.78294,16.439959,0.15284601,4.405111,296.2742,1,2014,1
-121.949905,30.79588,15.672053,0.2531318,4.312644,284.77737,1,2014,1
-124.08481,30.795982,16.384075,0.1288798,4.7471256,266.86035,1,2014,1
-125.01333,30.851515,16.348448,0.13466467,4.51,257.3196,1,2014,1
-123.96018,30.881481,16.295956,0.13866733,4.781506,268.56192,1,2014,1
-125.773125,30.890017,16.226759,0.14826787,4.2635665,248.2485,1,2014,1
-122.009056,30.916466,15.671407,0.2605316,4.331801,283.6192,1,2014,1
-123.72983,30.967405,15.944297,0.17915237,4.7100105,269.87836,1,2014,1
-123.5289,31.012135,15.870885,0.18333735,4.7438064,272.29544,1,2014,1
-125.865204,31.013447,16.178453,0.14328444,4.1445146,249.8161,1,2014,1
-125.25191,31.03051,16.19189,0.14978893,4.4094105,255.55406,1,2014,1
-123.47067,31.032795,15.760999,0.19306383,4.6603217,273.8141,1,2014,1
-122.06028,31.037954,15.416931,0.32719538,4.430045,285.44797,1,2014,1
-120.591835,31.049318,16.138874,0.1971171,4.4772534,297.53802,1,2014,1
-123.22571,31.112612,15.664878,0.21402724,4.6748796,277.0034,1,2014,1
-125.52967,31.243002,16.204659,0.14709416,4.26597,251.26775,1,2014,1
-120.63349,31.259792,15.886887,0.24564113,4.6191015,300.00644,1,2014,1
-122.23483,31.273811,14.967507,0.4108797,4.498044,287.06528,1,2014,1
-125.57258,31.280561,16.059988,0.14884025,4.1694365,253.12964,1,2014,1
-126.01948,31.29619,16.189936,0.13147771,3.9057138,249.15207,1,2014,1
-122.25338,31.297464,15.3172865,0.305682,4.5028434,285.456,1,2014,1
-125.75098,31.402657,16.06506,0.14306171,4.019465,250.97903,1,2014,1
