"longitude","latitude","sst","chlc","phoebastria_immutabilis","nyear","nmonth"
-133.07768,27.382692,18.906326,0.06003853,1,2014,2
-134.40132,27.38553,19.267193,0.062104404,1,2014,2
-134.39992,27.38557,19.264433,0.069974415,1,2014,2
-133.15973,27.386028,18.914263,0.053500157,1,2014,2
-133.24051,27.386703,18.910923,0.052281242,1,2014,2
-124.533325,27.389772,18.431417,0.053280428,1,2014,2
-134.63478,27.39297,19.389763,0.060922697,1,2014,2
-122.21174,27.393291,17.974419,0.08795591,1,2014,2
-133.32184,27.395895,18.886372,0.058581017,1,2014,2
-121.959785,27.396107,18.09399,0.09140254,1,2014,2
-122.13335,27.398058,18.01402,0.08936727,1,2014,2
-134.70828,27.398176,19.411728,0.05615644,1,2014,2
-133.5766,27.39919,19.052116,0.05177735,1,2014,2
-133.40532,27.39963,18.90143,0.053343553,1,2014,2
-134.58545,27.401258,19.357416,0.057960283,1,2014,2
-133.48969,27.401438,18.986288,0.05422537,1,2014,2
-134.52722,27.401773,19.327179,0.061241023,1,2014,2
-124.54809,27.40493,18.413206,0.056110974,1,2014,2
-134.47942,27.405815,19.307856,0.057161678,1,2014,2
-121.8932,27.407473,18.136179,0.09023533,1,2014,2
-134.77333,27.408857,19.430038,0.05463868,1,2014,2
-122.002045,27.410513,18.07913,0.08917659,1,2014,2
-134.82112,27.414461,19.456457,0.0673708,1,2014,2
-121.86158,27.416403,18.099348,0.091161065,1,2014,2
-124.56679,27.418665,18.42953,0.054213975,1,2014,2
-121.925995,27.419998,18.067122,0.09174586,1,2014,2
-121.79124,27.431704,18.112444,0.093535796,1,2014,2
-134.87819,27.431818,19.452944,0.06488059,1,2014,2
-124.58641,27.436026,18.399557,0.057304066,1,2014,2
-134.90791,27.441694,19.412083,0.06441163,1,2014,2
-121.7243,27.44324,18.075296,0.086404964,1,2014,2
-134.9397,27.449657,19.36653,0.06198073,1,2014,2
-124.613815,27.451838,18.367352,0.07090292,1,2014,2
-121.688515,27.45733,18.04175,0.08560338,1,2014,2
-121.653725,27.458637,18.040012,0.084777884,1,2014,2
-121.62713,27.469467,18.050562,0.08134538,1,2014,2
-135.00616,27.472391,19.353838,0.06465374,1,2014,2
-121.58003,27.478674,18.058697,0.077362485,1,2014,2
-124.66672,27.479433,18.331799,0.05589503,1,2014,2
-122.28934,27.484802,17.913317,0.08292614,1,2014,2
-122.34886,27.486715,17.89663,0.07960404,1,2014,2
-122.09573,27.48711,17.939966,0.088573545,1,2014,2
-121.53578,27.487759,18.04382,0.07529306,1,2014,2
-122.28849,27.488342,17.888151,0.08892591,1,2014,2
-124.655174,27.488558,18.368744,0.06259112,1,2014,2
-122.03423,27.488995,17.913307,0.09213726,1,2014,2
-122.38576,27.49008,17.826805,0.08106481,1,2014,2
-121.966156,27.490278,17.908733,0.08894658,1,2014,2
-122.1689,27.490377,17.877031,0.091367826,1,2014,2
-121.91011,27.491282,17.964897,0.09083988,1,2014,2
-122.2375,27.493258,17.911566,0.09063231,1,2014,2
-135.0748,27.496094,19.338846,0.06410622,1,2014,2
-121.847885,27.497168,18.009125,0.08720272,1,2014,2
